GenomeID	Region_filename	Region_length	Product_prediction	BiG-SCAPE_class	GTDB	Type	From	Phyla	NMDC_ID
SRR10095340_metaspades_bin_refinement.31	SRR10095340_metaspades_bin_refinement.31_c00069_NODE_50...region001.gbk	7162	RRE-containing	RiPPs	d__Bacteria;p__WOR-3;c__WOR-3;o__SM23-42;f__SM23-42;g__DTOZ01;s__	New	Single	p__WOR-3	NMDC60090785
SRR10095340_metaspades_bin_refinement.32	SRR10095340_metaspades_bin_refinement.32_c00054_NODE_43...region001.gbk	8002	RiPP-like	RiPPs	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Acidiferrobacterales;f__Sulfurifustaceae;g__SM1-46;s__	New	Single	p__Proteobacteria	NMDC60090786
SRR10095340_metaspades_bin_refinement.33	SRR10095340_metaspades_bin_refinement.33_c00093_NODE_23...region001.gbk	12288	terpene	Terpene	d__Bacteria;p__Chloroflexota;c__Anaerolineae;o__Anaerolineales;f__EnvOPS12;g__;s__	New	Single	p__Chloroflexota	NMDC60090787
SRR10095340_metaspades_bin_refinement.33	SRR10095340_metaspades_bin_refinement.33_c00151_NODE_45...region001.gbk	7720	terpene	Terpene	d__Bacteria;p__Chloroflexota;c__Anaerolineae;o__Anaerolineales;f__EnvOPS12;g__;s__	New	Single	p__Chloroflexota	NMDC60090787
SRR10095340_metaspades_bin_refinement.33	SRR10095340_metaspades_bin_refinement.33_c00157_NODE_45...region001.gbk	7659	nucleoside	Others	d__Bacteria;p__Chloroflexota;c__Anaerolineae;o__Anaerolineales;f__EnvOPS12;g__;s__	New	Single	p__Chloroflexota	NMDC60090787
SRR10095340_metaspades_bin_refinement.34	SRR10095340_metaspades_bin_refinement.34_c00053_NODE_67...region001.gbk	20583	terpene	Terpene	d__Bacteria;p__Planctomycetota;c__Phycisphaerae;o__UBA1845;f__Fen-1342;g__JAGNKU01;s__	New	Single	p__Planctomycetota	NMDC60090788
SRR10095340_metaspades_bin_refinement.35	SRR10095340_metaspades_bin_refinement.35_c00097_NODE_47...region001.gbk	7460	T1PKS	PKSI	d__Bacteria;p__Chloroflexota;c__Chloroflexia;o__Chloroflexales;f__Chloroflexaceae;g__JACAEO01;s__JACAEO01 sp013388805	Annotated	Single	p__Chloroflexota	NMDC60090789
SRR10095340_metaspades_bin_refinement.36	SRR10095340_metaspades_bin_refinement.36_c00019_NODE_33...region001.gbk	9485	ladderane	Others	d__Bacteria;p__Nitrospirota;c__Thermodesulfovibrionia;o__Thermodesulfovibrionales;f__SM23-35;g__JACAFF01;s__JACAFF01 sp013388455	Annotated	Single	p__Nitrospirota	NMDC60090790
SRR10095340_metaspades_bin_refinement.36	SRR10095340_metaspades_bin_refinement.36_c00026_NODE_38...region001.gbk	8672	ladderane	Others	d__Bacteria;p__Nitrospirota;c__Thermodesulfovibrionia;o__Thermodesulfovibrionales;f__SM23-35;g__JACAFF01;s__JACAFF01 sp013388455	Annotated	Single	p__Nitrospirota	NMDC60090790
SRR10095340_metaspades_bin_refinement.38	SRR10095340_metaspades_bin_refinement.38_c00013_NODE_60...region001.gbk	25067	betalactone	Others	d__Bacteria;p__Nitrospirota;c__Thermodesulfovibrionia;o__Thermodesulfovibrionales;f__SM23-35;g__JACAEY01;s__JACAEY01 sp013388605	Annotated	Single	p__Nitrospirota	NMDC60090792
SRR10095340_metaspades_bin_refinement.38	SRR10095340_metaspades_bin_refinement.38_c00067_NODE_27...region001.gbk	10965	NRPS-like	NRPS	d__Bacteria;p__Nitrospirota;c__Thermodesulfovibrionia;o__Thermodesulfovibrionales;f__SM23-35;g__JACAEY01;s__JACAEY01 sp013388605	Annotated	Single	p__Nitrospirota	NMDC60090792
SRR10095340_metaspades_bin_refinement.38	SRR10095340_metaspades_bin_refinement.38_c00072_NODE_30...region001.gbk	10086	ladderane	Others	d__Bacteria;p__Nitrospirota;c__Thermodesulfovibrionia;o__Thermodesulfovibrionales;f__SM23-35;g__JACAEY01;s__JACAEY01 sp013388605	Annotated	Single	p__Nitrospirota	NMDC60090792
SRR10095340_metaspades_bin_refinement.39	SRR10095340_metaspades_bin_refinement.39_c00005_NODE_89...region001.gbk	21938	terpene	Terpene	d__Bacteria;p__Desulfobacterota;c__JdFR-97;o__JdFR-97;f__JdFR-97;g__DSVT01;s__	New	Single	p__Desulfobacterota	NMDC60090793
SRR10095340_metaspades_bin_refinement.39	SRR10095340_metaspades_bin_refinement.39_c00090_NODE_22...region001.gbk	12331	ladderane	Others	d__Bacteria;p__Desulfobacterota;c__JdFR-97;o__JdFR-97;f__JdFR-97;g__DSVT01;s__	New	Single	p__Desulfobacterota	NMDC60090793
SRR10095340_metaspades_bin_refinement.3	SRR10095340_metaspades_bin_refinement.3_c00034_NODE_20...region001.gbk	13322	betalactone	Others	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Burkholderiales;f__Rhodocyclaceae;g__UBA2250;s__UBA2250 sp011330945	Annotated	Single	p__Proteobacteria	NMDC60090784
SRR10095340_metaspades_bin_refinement.3	SRR10095340_metaspades_bin_refinement.3_c00059_NODE_27...region001.gbk	10707	hserlactone	Others	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Burkholderiales;f__Rhodocyclaceae;g__UBA2250;s__UBA2250 sp011330945	Annotated	Single	p__Proteobacteria	NMDC60090784
SRR10095340_metaspades_bin_refinement.3	SRR10095340_metaspades_bin_refinement.3_c00065_NODE_29...region001.gbk	10392	terpene	Terpene	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Burkholderiales;f__Rhodocyclaceae;g__UBA2250;s__UBA2250 sp011330945	Annotated	Single	p__Proteobacteria	NMDC60090784
SRR10095340_metaspades_bin_refinement.42	SRR10095340_metaspades_bin_refinement.42_c00043_NODE_20...region001.gbk	13228	ladderane	Others	d__Bacteria;p__Planctomycetota;c__PUPC01;o__DSUN01;f__DSUN01;g__DSUN01;s__DSUN01 sp011327615	Annotated	Single	p__Planctomycetota	NMDC60090796
SRR10095340_metaspades_bin_refinement.42	SRR10095340_metaspades_bin_refinement.42_c00063_NODE_24...region001.gbk	11966	RRE-containing	RiPPs	d__Bacteria;p__Planctomycetota;c__PUPC01;o__DSUN01;f__DSUN01;g__DSUN01;s__DSUN01 sp011327615	Annotated	Single	p__Planctomycetota	NMDC60090796
SRR10095340_metaspades_bin_refinement.42	SRR10095340_metaspades_bin_refinement.42_c00081_NODE_28...region001.gbk	10515	RRE-containing	RiPPs	d__Bacteria;p__Planctomycetota;c__PUPC01;o__DSUN01;f__DSUN01;g__DSUN01;s__DSUN01 sp011327615	Annotated	Single	p__Planctomycetota	NMDC60090796
SRR10095340_metaspades_bin_refinement.42	SRR10095340_metaspades_bin_refinement.42_c00105_NODE_33...region001.gbk	9424	NRPS-like	NRPS	d__Bacteria;p__Planctomycetota;c__PUPC01;o__DSUN01;f__DSUN01;g__DSUN01;s__DSUN01 sp011327615	Annotated	Single	p__Planctomycetota	NMDC60090796
SRR10095340_metaspades_bin_refinement.42	SRR10095340_metaspades_bin_refinement.42_c00192_NODE_51...region001.gbk	7009	terpene	Terpene	d__Bacteria;p__Planctomycetota;c__PUPC01;o__DSUN01;f__DSUN01;g__DSUN01;s__DSUN01 sp011327615	Annotated	Single	p__Planctomycetota	NMDC60090796
SRR10095340_metaspades_bin_refinement.43	SRR10095340_metaspades_bin_refinement.43_c00002_NODE_74...region001.gbk	26198	hglE-KS	PKSother	d__Bacteria;p__Chloroflexota;c__Anaerolineae;o__Anaerolineales;f__UBA6663;g__SpSt-583;s__	New	Single	p__Chloroflexota	NMDC60090797
SRR10095340_metaspades_bin_refinement.43	SRR10095340_metaspades_bin_refinement.43_c00115_NODE_49...region001.gbk	7185	NRPS	NRPS	d__Bacteria;p__Chloroflexota;c__Anaerolineae;o__Anaerolineales;f__UBA6663;g__SpSt-583;s__	New	Single	p__Chloroflexota	NMDC60090797
SRR10095340_metaspades_bin_refinement.43	SRR10095340_metaspades_bin_refinement.43_c00164_NODE_62...region001.gbk	6196	terpene	Terpene	d__Bacteria;p__Chloroflexota;c__Anaerolineae;o__Anaerolineales;f__UBA6663;g__SpSt-583;s__	New	Single	p__Chloroflexota	NMDC60090797
SRR10095340_metaspades_bin_refinement.43	SRR10095340_metaspades_bin_refinement.43_c00183_NODE_66...region001.gbk	5903	NRPS-like.NRPS	NRPS	d__Bacteria;p__Chloroflexota;c__Anaerolineae;o__Anaerolineales;f__UBA6663;g__SpSt-583;s__	New	Single	p__Chloroflexota	NMDC60090797
SRR10095340_metaspades_bin_refinement.43	SRR10095340_metaspades_bin_refinement.43_c00207_NODE_73...region001.gbk	5534	NRPS	NRPS	d__Bacteria;p__Chloroflexota;c__Anaerolineae;o__Anaerolineales;f__UBA6663;g__SpSt-583;s__	New	Single	p__Chloroflexota	NMDC60090797
SRR10095340_metaspades_bin_refinement.46	SRR10095340_metaspades_bin_refinement.46_c00025_NODE_84...region001.gbk	22799	NRPS-like	NRPS	d__Bacteria;p__Chloroflexota;c__Anaerolineae;o__Anaerolineales;f__EnvOPS12;g__UBA12294;s__UBA12294 sp011331405	Annotated	Single	p__Chloroflexota	NMDC60090800
SRR10095340_metaspades_bin_refinement.46	SRR10095340_metaspades_bin_refinement.46_c00215_NODE_54...region001.gbk	6770	T1PKS.NRPS	PKS-NRP_Hybrids	d__Bacteria;p__Chloroflexota;c__Anaerolineae;o__Anaerolineales;f__EnvOPS12;g__UBA12294;s__UBA12294 sp011331405	Annotated	Single	p__Chloroflexota	NMDC60090800
SRR10095340_metaspades_bin_refinement.6	SRR10095340_metaspades_bin_refinement.6_c00082_NODE_18...region001.gbk	14396	RRE-containing	RiPPs	d__Bacteria;p__Chloroflexota;c__Anaerolineae;o__UBA4142;f__UBA4142;g__JACRMI01;s__	New	Single	p__Chloroflexota	NMDC60090804
SRR10095340_metaspades_bin_refinement.6	SRR10095340_metaspades_bin_refinement.6_c00161_NODE_38...region001.gbk	8591	RRE-containing	RiPPs	d__Bacteria;p__Chloroflexota;c__Anaerolineae;o__UBA4142;f__UBA4142;g__JACRMI01;s__	New	Single	p__Chloroflexota	NMDC60090804
SRR10095340_metaspades_bin_refinement.9	SRR10095340_metaspades_bin_refinement.9_c00007_NODE_82...region001.gbk	41659	phosphonate	Others	d__Bacteria;p__Chloroflexota;c__Dehalococcoidia;o__Dehalococcoidales;f__RBG-16-60-22;g__RBG-13-51-18;s__	New	Single	p__Chloroflexota	NMDC60090807
SRR10294826_metaspades_bin_refinement.10	SRR10294826_metaspades_bin_refinement.10_c00008_NODE_59...region001.gbk	11968	RiPP-like	RiPPs	d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhodobacterales;f__Rhodobacteraceae;g__Ruegeria;s__Ruegeria arenilitoris	Annotated	Single	p__Proteobacteria	NMDC60090951
SRR10294826_metaspades_bin_refinement.10	SRR10294826_metaspades_bin_refinement.10_c00010_NODE_10...region001.gbk	20741	hserlactone	Others	d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhodobacterales;f__Rhodobacteraceae;g__Ruegeria;s__Ruegeria arenilitoris	Annotated	Single	p__Proteobacteria	NMDC60090951
SRR10294826_metaspades_bin_refinement.10	SRR10294826_metaspades_bin_refinement.10_c00025_NODE_48...region001.gbk	27132	betalactone	Others	d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhodobacterales;f__Rhodobacteraceae;g__Ruegeria;s__Ruegeria arenilitoris	Annotated	Single	p__Proteobacteria	NMDC60090951
SRR10294826_metaspades_bin_refinement.10	SRR10294826_metaspades_bin_refinement.10_c00041_NODE_11...region001.gbk	11012	hserlactone	Others	d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhodobacterales;f__Rhodobacteraceae;g__Ruegeria;s__Ruegeria arenilitoris	Annotated	Single	p__Proteobacteria	NMDC60090951
SRR10294826_metaspades_bin_refinement.10	SRR10294826_metaspades_bin_refinement.10_c00067_NODE_19...region001.gbk	18089	hserlactone	Others	d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhodobacterales;f__Rhodobacteraceae;g__Ruegeria;s__Ruegeria arenilitoris	Annotated	Single	p__Proteobacteria	NMDC60090951
SRR10294826_metaspades_bin_refinement.10	SRR10294826_metaspades_bin_refinement.10_c00092_NODE_40...region001.gbk	12065	terpene	Terpene	d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhodobacterales;f__Rhodobacteraceae;g__Ruegeria;s__Ruegeria arenilitoris	Annotated	Single	p__Proteobacteria	NMDC60090951
SRR10294826_metaspades_bin_refinement.10	SRR10294826_metaspades_bin_refinement.10_c00116_NODE_74...region001.gbk	8146	RiPP-like	RiPPs	d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhodobacterales;f__Rhodobacteraceae;g__Ruegeria;s__Ruegeria arenilitoris	Annotated	Single	p__Proteobacteria	NMDC60090951
SRR10294826_metaspades_bin_refinement.12	SRR10294826_metaspades_bin_refinement.12_c00001_NODE_6_...region001.gbk	10858	RiPP-like	RiPPs	d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhodobacterales;f__Rhodobacteraceae;g__NORP181;s__	New	Single	p__Proteobacteria	NMDC60090953
SRR10294826_metaspades_bin_refinement.12	SRR10294826_metaspades_bin_refinement.12_c00027_NODE_53...region001.gbk	35448	NRPS	NRPS	d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhodobacterales;f__Rhodobacteraceae;g__NORP181;s__	New	Single	p__Proteobacteria	NMDC60090953
SRR10294826_metaspades_bin_refinement.12	SRR10294826_metaspades_bin_refinement.12_c00057_NODE_13...region001.gbk	18150	hserlactone	Others	d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhodobacterales;f__Rhodobacteraceae;g__NORP181;s__	New	Single	p__Proteobacteria	NMDC60090953
SRR10294826_metaspades_bin_refinement.13	SRR10294826_metaspades_bin_refinement.13_c00002_NODE_78...region001.gbk	40777	resorcinol	Others	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Flavobacteriales;f__Flavobacteriaceae;g__Aureibaculum;s__Aureibaculum sp003511845	Annotated	Single	p__Bacteroidota	NMDC60090954
SRR10294826_metaspades_bin_refinement.13	SRR10294826_metaspades_bin_refinement.13_c00024_NODE_13...region001.gbk	22863	arylpolyene.resorcinol	Others	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Flavobacteriales;f__Flavobacteriaceae;g__Aureibaculum;s__Aureibaculum sp003511845	Annotated	Single	p__Bacteroidota	NMDC60090954
SRR10294826_metaspades_bin_refinement.14	SRR10294826_metaspades_bin_refinement.14_c00013_NODE_33...region001.gbk	33729	T3PKS	PKSother	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Thiomicrospirales;f__Thiomicrospiraceae;g__Hydrogenovibrio;s__Hydrogenovibrio sp002299585	Annotated	Single	p__Proteobacteria	NMDC60090955
SRR10294826_metaspades_bin_refinement.15	SRR10294826_metaspades_bin_refinement.15_c00003_NODE_38...region001.gbk	34865	T1PKS.NRPS-like	PKS-NRP_Hybrids	d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhodobacterales;f__Rhodobacteraceae;g__Profundibacter;s__Profundibacter sp003535335	Annotated	Single	p__Proteobacteria	NMDC60090956
SRR10294826_metaspades_bin_refinement.15	SRR10294826_metaspades_bin_refinement.15_c00040_NODE_42...region001.gbk	10120	RiPP-like	RiPPs	d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhodobacterales;f__Rhodobacteraceae;g__Profundibacter;s__Profundibacter sp003535335	Annotated	Single	p__Proteobacteria	NMDC60090956
SRR10294826_metaspades_bin_refinement.15	SRR10294826_metaspades_bin_refinement.15_c00082_NODE_10...region001.gbk	6479	hserlactone	Others	d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhodobacterales;f__Rhodobacteraceae;g__Profundibacter;s__Profundibacter sp003535335	Annotated	Single	p__Proteobacteria	NMDC60090956
SRR10294826_metaspades_bin_refinement.15	SRR10294826_metaspades_bin_refinement.15_c00090_NODE_10...region001.gbk	6282	T3PKS	PKSother	d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhodobacterales;f__Rhodobacteraceae;g__Profundibacter;s__Profundibacter sp003535335	Annotated	Single	p__Proteobacteria	NMDC60090956
SRR10294826_metaspades_bin_refinement.17	SRR10294826_metaspades_bin_refinement.17_c00017_NODE_23...region001.gbk	17046	T3PKS	PKSother	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Thiomicrospirales;f__Thiomicrospiraceae;g__Thiomicrorhabdus;s__	New	Single	p__Proteobacteria	NMDC60090958
SRR10294826_metaspades_bin_refinement.17	SRR10294826_metaspades_bin_refinement.17_c00061_NODE_72...region001.gbk	6706	RiPP-like	RiPPs	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Thiomicrospirales;f__Thiomicrospiraceae;g__Thiomicrorhabdus;s__	New	Single	p__Proteobacteria	NMDC60090958
SRR10294826_metaspades_bin_refinement.18	SRR10294826_metaspades_bin_refinement.18_c00063_NODE_69...region001.gbk	8512	lanthipeptide-class-ii	RiPPs	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Methylococcales;f__UBA2778;g__;s__	New	Single	p__Proteobacteria	NMDC60090959
SRR10294826_metaspades_bin_refinement.18	SRR10294826_metaspades_bin_refinement.18_c00081_NODE_77...region001.gbk	7902	arylpolyene	Others	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Methylococcales;f__UBA2778;g__;s__	New	Single	p__Proteobacteria	NMDC60090959
SRR10294826_metaspades_bin_refinement.18	SRR10294826_metaspades_bin_refinement.18_c00092_NODE_82...region001.gbk	7528	terpene	Terpene	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Methylococcales;f__UBA2778;g__;s__	New	Single	p__Proteobacteria	NMDC60090959
SRR10294826_metaspades_bin_refinement.19	SRR10294826_metaspades_bin_refinement.19_c00062_NODE_77...region001.gbk	7871	hserlactone	Others	d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhodobacterales;f__Rhodobacteraceae;g__NORP110;s__	New	Single	p__Proteobacteria	NMDC60090960
SRR10294826_metaspades_bin_refinement.19	SRR10294826_metaspades_bin_refinement.19_c00145_NODE_12...region001.gbk	5662	RiPP-like	RiPPs	d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhodobacterales;f__Rhodobacteraceae;g__NORP110;s__	New	Single	p__Proteobacteria	NMDC60090960
SRR10294826_metaspades_bin_refinement.20	SRR10294826_metaspades_bin_refinement.20_c00066_NODE_67...region001.gbk	8701	arylpolyene	Others	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Flavobacteriales;f__Flavobacteriaceae;g__QNYL01;s__	New	Single	p__Bacteroidota	NMDC60090961
SRR10294826_metaspades_bin_refinement.23	SRR10294826_metaspades_bin_refinement.23_c00038_NODE_49...region001.gbk	10757	T3PKS	PKSother	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Thiomicrospirales;f__Thiomicrospiraceae;g__Hydrogenovibrio;s__	New	Single	p__Proteobacteria	NMDC60090964
SRR10294826_metaspades_bin_refinement.25	SRR10294826_metaspades_bin_refinement.25_c00002_NODE_28...region001.gbk	41173	T3PKS	PKSother	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Thiomicrospirales;f__Thiomicrospiraceae;g__Hydrogenovibrio;s__	New	Single	p__Proteobacteria	NMDC60090966
SRR10294826_metaspades_bin_refinement.26	SRR10294826_metaspades_bin_refinement.26_c00037_NODE_37...region001.gbk	12849	T3PKS	PKSother	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Thiomicrospirales;f__Thiomicrospiraceae;g__Thiomicrorhabdus;s__Thiomicrorhabdus sp002299245	Annotated	Single	p__Proteobacteria	NMDC60090967
SRR10294826_metaspades_bin_refinement.27	SRR10294826_metaspades_bin_refinement.27_c00007_NODE_21...region001.gbk	17916	ectoine.NRPS-like	Others	d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhodobacterales;f__Rhodobacteraceae;g__Profundibacter;s__	New	Single	p__Proteobacteria	NMDC60090968
SRR10294826_metaspades_bin_refinement.28	SRR10294826_metaspades_bin_refinement.28_c00024_NODE_21...region001.gbk	17963	terpene	Terpene	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Methylococcales;f__Methylomonadaceae;g__QPIN01;s__	New	Single	p__Proteobacteria	NMDC60090969
SRR10294826_metaspades_bin_refinement.28	SRR10294826_metaspades_bin_refinement.28_c00039_NODE_32...region001.gbk	13873	NRPS	NRPS	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Methylococcales;f__Methylomonadaceae;g__QPIN01;s__	New	Single	p__Proteobacteria	NMDC60090969
SRR10294826_metaspades_bin_refinement.28	SRR10294826_metaspades_bin_refinement.28_c00055_NODE_41...region001.gbk	11998	thiopeptide.LAP	RiPPs	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Methylococcales;f__Methylomonadaceae;g__QPIN01;s__	New	Single	p__Proteobacteria	NMDC60090969
SRR10294826_metaspades_bin_refinement.28	SRR10294826_metaspades_bin_refinement.28_c00132_NODE_99...region001.gbk	6570	RiPP-like	RiPPs	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Methylococcales;f__Methylomonadaceae;g__QPIN01;s__	New	Single	p__Proteobacteria	NMDC60090969
SRR10294826_metaspades_bin_refinement.28	SRR10294826_metaspades_bin_refinement.28_c00133_NODE_99...region001.gbk	6563	redox-cofactor	RiPPs	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Methylococcales;f__Methylomonadaceae;g__QPIN01;s__	New	Single	p__Proteobacteria	NMDC60090969
SRR10294826_metaspades_bin_refinement.28	SRR10294826_metaspades_bin_refinement.28_c00152_NODE_12...region001.gbk	5699	NRPS	NRPS	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Methylococcales;f__Methylomonadaceae;g__QPIN01;s__	New	Single	p__Proteobacteria	NMDC60090969
SRR10294826_metaspades_bin_refinement.29	SRR10294826_metaspades_bin_refinement.29_c00068_NODE_38...region001.gbk	12659	T1PKS	PKSI	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Thiotrichales;f__Thiotrichaceae;g__HyVt-477;s__	New	Single	p__Proteobacteria	NMDC60090970
SRR10294826_metaspades_bin_refinement.29	SRR10294826_metaspades_bin_refinement.29_c00128_NODE_70...region001.gbk	8444	terpene	Terpene	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Thiotrichales;f__Thiotrichaceae;g__HyVt-477;s__	New	Single	p__Proteobacteria	NMDC60090970
SRR10294826_metaspades_bin_refinement.29	SRR10294826_metaspades_bin_refinement.29_c00202_NODE_12...region001.gbk	5523	RiPP-like	RiPPs	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Thiotrichales;f__Thiotrichaceae;g__HyVt-477;s__	New	Single	p__Proteobacteria	NMDC60090970
SRR10294826_metaspades_bin_refinement.32	SRR10294826_metaspades_bin_refinement.32_c00029_NODE_25...region001.gbk	16269	thiopeptide	RiPPs	d__Bacteria;p__Desulfobacterota;c__Desulfobulbia;o__Desulfobulbales;f__Desulfobulbaceae;g__;s__	New	Single	p__Desulfobacterota	NMDC60090974
SRR10294826_metaspades_bin_refinement.32	SRR10294826_metaspades_bin_refinement.32_c00082_NODE_64...region001.gbk	8941	NRPS-like	NRPS	d__Bacteria;p__Desulfobacterota;c__Desulfobulbia;o__Desulfobulbales;f__Desulfobulbaceae;g__;s__	New	Single	p__Desulfobacterota	NMDC60090974
SRR10294826_metaspades_bin_refinement.33	SRR10294826_metaspades_bin_refinement.33_c00077_NODE_10...region001.gbk	6468	T3PKS	PKSother	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Thiomicrospirales;f__Thiomicrospiraceae;g__Hydrogenovibrio;s__	New	Single	p__Proteobacteria	NMDC60090975
SRR10294826_metaspades_bin_refinement.34	SRR10294826_metaspades_bin_refinement.34_c00015_NODE_17...region001.gbk	18018	RRE-containing	RiPPs	d__Bacteria;p__Firmicutes_B;c__Desulfotomaculia;o__Desulfotomaculales;f__Desulfohalotomaculaceae;g__;s__	New	Single	p__Firmicutes_B	NMDC60090976
