GenomeID	Region_filename	Region_length	Product_prediction	BiG-SCAPE_class	GTDB	Type	From	Phyla	NMDC_ID
SRR5990697_metaspades_bin_refinement.1	SRR5990697_metaspades_bin_refinement.1_c00018_NODE_11...region001.gbk	13219	arylpolyene	Others	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__;f__;g__;s__	New	Single	p__Proteobacteria	NMDC60123341
SRR5990697_metaspades_bin_refinement.1	SRR5990697_metaspades_bin_refinement.1_c00032_NODE_16...region001.gbk	11096	NRPS	NRPS	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__;f__;g__;s__	New	Single	p__Proteobacteria	NMDC60123341
SRR5990697_metaspades_bin_refinement.1	SRR5990697_metaspades_bin_refinement.1_c00056_NODE_24...region001.gbk	8385	terpene	Terpene	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__;f__;g__;s__	New	Single	p__Proteobacteria	NMDC60123341
SRR5990697_metaspades_bin_refinement.1	SRR5990697_metaspades_bin_refinement.1_c00084_NODE_35...region001.gbk	6219	ectoine	Others	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__;f__;g__;s__	New	Single	p__Proteobacteria	NMDC60123341
SRR5990697_metaspades_bin_refinement.2	SRR5990697_metaspades_bin_refinement.2_c00001_NODE_1_...region001.gbk	65418	NRPS	NRPS	d__Bacteria;p__Firmicutes;c__Bacilli;o__Bacillales;f__Bacillaceae;g__Bacillus;s__	New	Single	p__Firmicutes	NMDC60123342
SRR5990697_metaspades_bin_refinement.2	SRR5990697_metaspades_bin_refinement.2_c00003_NODE_3_...region001.gbk	47131	NRPS	NRPS	d__Bacteria;p__Firmicutes;c__Bacilli;o__Bacillales;f__Bacillaceae;g__Bacillus;s__	New	Single	p__Firmicutes	NMDC60123342
SRR5990697_metaspades_bin_refinement.2	SRR5990697_metaspades_bin_refinement.2_c00005_NODE_5_...region001.gbk	41419	other	Others	d__Bacteria;p__Firmicutes;c__Bacilli;o__Bacillales;f__Bacillaceae;g__Bacillus;s__	New	Single	p__Firmicutes	NMDC60123342
SRR5990697_metaspades_bin_refinement.2	SRR5990697_metaspades_bin_refinement.2_c00009_NODE_9_...region001.gbk	68664	NRPS.T1PKS	PKS-NRP_Hybrids	d__Bacteria;p__Firmicutes;c__Bacilli;o__Bacillales;f__Bacillaceae;g__Bacillus;s__	New	Single	p__Firmicutes	NMDC60123342
SRR5990697_metaspades_bin_refinement.2	SRR5990697_metaspades_bin_refinement.2_c00011_NODE_11...region001.gbk	22213	LAP	RiPPs	d__Bacteria;p__Firmicutes;c__Bacilli;o__Bacillales;f__Bacillaceae;g__Bacillus;s__	New	Single	p__Firmicutes	NMDC60123342
SRR5990697_metaspades_bin_refinement.2	SRR5990697_metaspades_bin_refinement.2_c00020_NODE_20...region001.gbk	40299	NRPS.transAT-PKS	PKS-NRP_Hybrids	d__Bacteria;p__Firmicutes;c__Bacilli;o__Bacillales;f__Bacillaceae;g__Bacillus;s__	New	Single	p__Firmicutes	NMDC60123342
SRR5990697_metaspades_bin_refinement.2	SRR5990697_metaspades_bin_refinement.2_c00035_NODE_35...region001.gbk	21118	sactipeptide	RiPPs	d__Bacteria;p__Firmicutes;c__Bacilli;o__Bacillales;f__Bacillaceae;g__Bacillus;s__	New	Single	p__Firmicutes	NMDC60123342
SRR5990697_metaspades_bin_refinement.2	SRR5990697_metaspades_bin_refinement.2_c00042_NODE_42...region001.gbk	29414	NRPS.transAT-PKS-like	PKS-NRP_Hybrids	d__Bacteria;p__Firmicutes;c__Bacilli;o__Bacillales;f__Bacillaceae;g__Bacillus;s__	New	Single	p__Firmicutes	NMDC60123342
SRR5990697_metaspades_bin_refinement.2	SRR5990697_metaspades_bin_refinement.2_c00044_NODE_44...region001.gbk	27530	NRPS.betalactone	Others	d__Bacteria;p__Firmicutes;c__Bacilli;o__Bacillales;f__Bacillaceae;g__Bacillus;s__	New	Single	p__Firmicutes	NMDC60123342
SRR5990697_metaspades_bin_refinement.2	SRR5990697_metaspades_bin_refinement.2_c00055_NODE_55...region001.gbk	16837	lanthipeptide-class-ii	RiPPs	d__Bacteria;p__Firmicutes;c__Bacilli;o__Bacillales;f__Bacillaceae;g__Bacillus;s__	New	Single	p__Firmicutes	NMDC60123342
SRR5990697_metaspades_bin_refinement.2	SRR5990697_metaspades_bin_refinement.2_c00056_NODE_56...region001.gbk	23028	NRPS	NRPS	d__Bacteria;p__Firmicutes;c__Bacilli;o__Bacillales;f__Bacillaceae;g__Bacillus;s__	New	Single	p__Firmicutes	NMDC60123342
SRR5990697_metaspades_bin_refinement.2	SRR5990697_metaspades_bin_refinement.2_c00061_NODE_62...region001.gbk	21226	NRPS	NRPS	d__Bacteria;p__Firmicutes;c__Bacilli;o__Bacillales;f__Bacillaceae;g__Bacillus;s__	New	Single	p__Firmicutes	NMDC60123342
SRR5990697_metaspades_bin_refinement.2	SRR5990697_metaspades_bin_refinement.2_c00068_NODE_73...region001.gbk	18696	terpene	Terpene	d__Bacteria;p__Firmicutes;c__Bacilli;o__Bacillales;f__Bacillaceae;g__Bacillus;s__	New	Single	p__Firmicutes	NMDC60123342
SRR5990697_metaspades_bin_refinement.2	SRR5990697_metaspades_bin_refinement.2_c00077_NODE_84...region001.gbk	17835	NRPS.transAT-PKS	PKS-NRP_Hybrids	d__Bacteria;p__Firmicutes;c__Bacilli;o__Bacillales;f__Bacillaceae;g__Bacillus;s__	New	Single	p__Firmicutes	NMDC60123342
SRR5990697_metaspades_bin_refinement.2	SRR5990697_metaspades_bin_refinement.2_c00081_NODE_90...region001.gbk	16821	PKS-like	PKSother	d__Bacteria;p__Firmicutes;c__Bacilli;o__Bacillales;f__Bacillaceae;g__Bacillus;s__	New	Single	p__Firmicutes	NMDC60123342
SRR5990697_metaspades_bin_refinement.2	SRR5990697_metaspades_bin_refinement.2_c00093_NODE_11...region001.gbk	13438	NRPS	NRPS	d__Bacteria;p__Firmicutes;c__Bacilli;o__Bacillales;f__Bacillaceae;g__Bacillus;s__	New	Single	p__Firmicutes	NMDC60123342
SRR5990697_metaspades_bin_refinement.2	SRR5990697_metaspades_bin_refinement.2_c00113_NODE_18...region001.gbk	10062	NRPS	NRPS	d__Bacteria;p__Firmicutes;c__Bacilli;o__Bacillales;f__Bacillaceae;g__Bacillus;s__	New	Single	p__Firmicutes	NMDC60123342
SRR5990697_metaspades_bin_refinement.2	SRR5990697_metaspades_bin_refinement.2_c00116_NODE_19...region001.gbk	9681	NRPS	NRPS	d__Bacteria;p__Firmicutes;c__Bacilli;o__Bacillales;f__Bacillaceae;g__Bacillus;s__	New	Single	p__Firmicutes	NMDC60123342
SRR5990697_metaspades_bin_refinement.2	SRR5990697_metaspades_bin_refinement.2_c00118_NODE_21...region001.gbk	8846	T3PKS	PKSother	d__Bacteria;p__Firmicutes;c__Bacilli;o__Bacillales;f__Bacillaceae;g__Bacillus;s__	New	Single	p__Firmicutes	NMDC60123342
SRR5990697_metaspades_bin_refinement.2	SRR5990697_metaspades_bin_refinement.2_c00126_NODE_26...region001.gbk	8119	NRPS	NRPS	d__Bacteria;p__Firmicutes;c__Bacilli;o__Bacillales;f__Bacillaceae;g__Bacillus;s__	New	Single	p__Firmicutes	NMDC60123342
SRR5990697_metaspades_bin_refinement.3	SRR5990697_metaspades_bin_refinement.3_c00001_NODE_68...region001.gbk	16984	RRE-containing.lassopeptide	RiPPs	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Pseudomonadales;f__Alcanivoracaceae;g__Alcanivorax;s__	New	Single	p__Proteobacteria	NMDC60123343
SRR5990697_metaspades_bin_refinement.3	SRR5990697_metaspades_bin_refinement.3_c00006_NODE_10...region001.gbk	14210	betalactone	Others	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Pseudomonadales;f__Alcanivoracaceae;g__Alcanivorax;s__	New	Single	p__Proteobacteria	NMDC60123343
SRR5990697_metaspades_bin_refinement.3	SRR5990697_metaspades_bin_refinement.3_c00150_NODE_50...region001.gbk	5444	RiPP-like	RiPPs	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Pseudomonadales;f__Alcanivoracaceae;g__Alcanivorax;s__	New	Single	p__Proteobacteria	NMDC60123343
SRR12366058_metaspades_bin_refinement.6	SRR12366058_metaspades_bin_refinement.6_c00028_NODE_56...region001.gbk	24263	PUFA.T1PKS	Others	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Flavobacteriales;f__Flavobacteriaceae;g__Psychroflexus;s__	New	Single	p__Bacteroidota	NMDC60066006
SRR12366058_metaspades_bin_refinement.6	SRR12366058_metaspades_bin_refinement.6_c00031_NODE_59...region001.gbk	17902	terpene	Terpene	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Flavobacteriales;f__Flavobacteriaceae;g__Psychroflexus;s__	New	Single	p__Bacteroidota	NMDC60066006
SRR12366058_metaspades_bin_refinement.6	SRR12366058_metaspades_bin_refinement.6_c00053_NODE_12...region001.gbk	17127	arylpolyene	Others	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Flavobacteriales;f__Flavobacteriaceae;g__Psychroflexus;s__	New	Single	p__Bacteroidota	NMDC60066006
SRR12366058_metaspades_bin_refinement.6	SRR12366058_metaspades_bin_refinement.6_c00067_NODE_15...region001.gbk	15652	T3PKS	PKSother	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Flavobacteriales;f__Flavobacteriaceae;g__Psychroflexus;s__	New	Single	p__Bacteroidota	NMDC60066006
SRR12366580_metaspades_bin_refinement.13	SRR12366580_metaspades_bin_refinement.13_c00002_NODE_13...region001.gbk	21068	terpene	Terpene	d__Archaea;p__Halobacteriota;c__Halobacteria;o__Halobacteriales;f__Natrialbaceae;g__Halorubellus;s__	New	Single	p__Halobacteriota	NMDC60066050
SRR12366580_metaspades_bin_refinement.13	SRR12366580_metaspades_bin_refinement.13_c00018_NODE_11...region001.gbk	22712	lanthipeptide-class-ii	RiPPs	d__Archaea;p__Halobacteriota;c__Halobacteria;o__Halobacteriales;f__Natrialbaceae;g__Halorubellus;s__	New	Single	p__Halobacteriota	NMDC60066050
SRR12366580_metaspades_bin_refinement.13	SRR12366580_metaspades_bin_refinement.13_c00032_NODE_25...region001.gbk	14126	terpene	Terpene	d__Archaea;p__Halobacteriota;c__Halobacteria;o__Halobacteriales;f__Natrialbaceae;g__Halorubellus;s__	New	Single	p__Halobacteriota	NMDC60066050
SRR12366599_metaspades_bin_refinement.7	SRR12366599_metaspades_bin_refinement.7_c00032_NODE_40...region001.gbk	19679	terpene	Terpene	d__Archaea;p__Halobacteriota;c__Halobacteria;o__Halobacteriales;f__Halobacteriaceae;g__Halobacterium;s__Halobacterium sp000230955	Annotated	Single	p__Halobacteriota	NMDC60066066
SRR12366599_metaspades_bin_refinement.7	SRR12366599_metaspades_bin_refinement.7_c00063_NODE_90...region001.gbk	13101	terpene	Terpene	d__Archaea;p__Halobacteriota;c__Halobacteria;o__Halobacteriales;f__Halobacteriaceae;g__Halobacterium;s__Halobacterium sp000230955	Annotated	Single	p__Halobacteriota	NMDC60066066
SRR13628065_metaspades_bin_refinement.15	SRR13628065_metaspades_bin_refinement.15_c00004_NODE_26...region001.gbk	10798	RiPP-like	RiPPs	d__Bacteria;p__Campylobacterota;c__Campylobacteria;o__Campylobacterales;f__Sulfurimonadaceae;g__GCA-2733885;s__	New	Single	p__Campylobacterota	NMDC60067285
SRR13628065_metaspades_bin_refinement.1	SRR13628065_metaspades_bin_refinement.1_c00006_NODE_60...region001.gbk	10849	RiPP-like	RiPPs	d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhodobacterales;f__Rhodobacteraceae;g__Sulfitobacter;s__	New	Single	p__Proteobacteria	NMDC60067280
SRR13628065_metaspades_bin_refinement.1	SRR13628065_metaspades_bin_refinement.1_c00069_NODE_33...region001.gbk	13511	lassopeptide	RiPPs	d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhodobacterales;f__Rhodobacteraceae;g__Sulfitobacter;s__	New	Single	p__Proteobacteria	NMDC60067280
SRR13628065_metaspades_bin_refinement.1	SRR13628065_metaspades_bin_refinement.1_c00089_NODE_52...region001.gbk	12590	terpene	Terpene	d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhodobacterales;f__Rhodobacteraceae;g__Sulfitobacter;s__	New	Single	p__Proteobacteria	NMDC60067280
SRR13628065_metaspades_bin_refinement.1	SRR13628065_metaspades_bin_refinement.1_c00129_NODE_12...region001.gbk	8052	hserlactone	Others	d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhodobacterales;f__Rhodobacteraceae;g__Sulfitobacter;s__	New	Single	p__Proteobacteria	NMDC60067280
SRR13628065_metaspades_bin_refinement.1	SRR13628065_metaspades_bin_refinement.1_c00145_NODE_15...region001.gbk	6962	terpene	Terpene	d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhodobacterales;f__Rhodobacteraceae;g__Sulfitobacter;s__	New	Single	p__Proteobacteria	NMDC60067280
SRR13628065_metaspades_bin_refinement.21	SRR13628065_metaspades_bin_refinement.21_c00003_NODE_88...region001.gbk	10393	ectoine	Others	d__Bacteria;p__Desulfobacterota;c__Desulfobulbia;o__Desulfobulbales;f__Desulfocapsaceae;g__UBA2270;s__	New	Single	p__Desulfobacterota	NMDC60067291
SRR13628065_metaspades_bin_refinement.21	SRR13628065_metaspades_bin_refinement.21_c00008_NODE_14...region001.gbk	42034	thiopeptide	RiPPs	d__Bacteria;p__Desulfobacterota;c__Desulfobulbia;o__Desulfobulbales;f__Desulfocapsaceae;g__UBA2270;s__	New	Single	p__Desulfobacterota	NMDC60067291
SRR13628065_metaspades_bin_refinement.21	SRR13628065_metaspades_bin_refinement.21_c00021_NODE_77...region001.gbk	50137	resorcinol.arylpolyene	Others	d__Bacteria;p__Desulfobacterota;c__Desulfobulbia;o__Desulfobulbales;f__Desulfocapsaceae;g__UBA2270;s__	New	Single	p__Desulfobacterota	NMDC60067291
SRR13628065_metaspades_bin_refinement.23	SRR13628065_metaspades_bin_refinement.23_c00005_NODE_47...region001.gbk	21353	ranthipeptide	RiPPs	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Peptostreptococcales;f__Acidaminobacteraceae;g__Fusibacter_C;s__	New	Single	p__Firmicutes_A	NMDC60067293
SRR13628065_metaspades_bin_refinement.23	SRR13628065_metaspades_bin_refinement.23_c00093_NODE_87...region001.gbk	6879	RiPP-like	RiPPs	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Peptostreptococcales;f__Acidaminobacteraceae;g__Fusibacter_C;s__	New	Single	p__Firmicutes_A	NMDC60067293
SRR13628065_metaspades_bin_refinement.25	SRR13628065_metaspades_bin_refinement.25_c00036_NODE_37...region001.gbk	5752	ectoine	Others	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Halothiobacillales;f__Halothiobacillaceae;g__Guyparkeria;s__	New	Single	p__Proteobacteria	NMDC60067295
SRR13628065_metaspades_bin_refinement.25	SRR13628065_metaspades_bin_refinement.25_c00040_NODE_45...region001.gbk	8160	RiPP-like	RiPPs	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Halothiobacillales;f__Halothiobacillaceae;g__Guyparkeria;s__	New	Single	p__Proteobacteria	NMDC60067295
SRR13628065_metaspades_bin_refinement.25	SRR13628065_metaspades_bin_refinement.25_c00070_NODE_12...region001.gbk	8137	arylpolyene	Others	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Halothiobacillales;f__Halothiobacillaceae;g__Guyparkeria;s__	New	Single	p__Proteobacteria	NMDC60067295
SRR13628065_metaspades_bin_refinement.29	SRR13628065_metaspades_bin_refinement.29_c00015_NODE_18...region001.gbk	28968	arylpolyene	Others	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Flavobacteriales;f__Flavobacteriaceae;g__Gillisia;s__	New	Single	p__Bacteroidota	NMDC60067299
SRR13628065_metaspades_bin_refinement.29	SRR13628065_metaspades_bin_refinement.29_c00027_NODE_26...region001.gbk	24043	T3PKS.arylpolyene	Others	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Flavobacteriales;f__Flavobacteriaceae;g__Gillisia;s__	New	Single	p__Bacteroidota	NMDC60067299
SRR13628065_metaspades_bin_refinement.29	SRR13628065_metaspades_bin_refinement.29_c00103_NODE_94...region001.gbk	9900	terpene	Terpene	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Flavobacteriales;f__Flavobacteriaceae;g__Gillisia;s__	New	Single	p__Bacteroidota	NMDC60067299
SRR13628065_metaspades_bin_refinement.39	SRR13628065_metaspades_bin_refinement.39_c00001_NODE_3_...region001.gbk	10858	RiPP-like	RiPPs	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__DSM-19610;f__DSM-19610;g__;s__	New	Single	p__Proteobacteria	NMDC60067308
SRR13628065_metaspades_bin_refinement.39	SRR13628065_metaspades_bin_refinement.39_c00002_NODE_7_...region001.gbk	10801	RiPP-like	RiPPs	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__DSM-19610;f__DSM-19610;g__;s__	New	Single	p__Proteobacteria	NMDC60067308
SRR13628065_metaspades_bin_refinement.39	SRR13628065_metaspades_bin_refinement.39_c00007_NODE_45...region001.gbk	22279	redox-cofactor	RiPPs	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__DSM-19610;f__DSM-19610;g__;s__	New	Single	p__Proteobacteria	NMDC60067308
SRR13628065_metaspades_bin_refinement.39	SRR13628065_metaspades_bin_refinement.39_c00013_NODE_42...region001.gbk	21818	terpene	Terpene	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__DSM-19610;f__DSM-19610;g__;s__	New	Single	p__Proteobacteria	NMDC60067308
SRR13628065_metaspades_bin_refinement.39	SRR13628065_metaspades_bin_refinement.39_c00022_NODE_26...region001.gbk	13441	hserlactone	Others	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__DSM-19610;f__DSM-19610;g__;s__	New	Single	p__Proteobacteria	NMDC60067308
SRR13628065_metaspades_bin_refinement.40	SRR13628065_metaspades_bin_refinement.40_c00001_NODE_13...region001.gbk	19448	betalactone	Others	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Pseudomonadales;f__Oleiphilaceae;g__Marinobacter;s__Marinobacter antarcticus	Annotated	Single	p__Proteobacteria	NMDC60067310
SRR13628065_metaspades_bin_refinement.40	SRR13628065_metaspades_bin_refinement.40_c00087_NODE_56...region001.gbk	14390	betalactone	Others	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Pseudomonadales;f__Oleiphilaceae;g__Marinobacter;s__Marinobacter antarcticus	Annotated	Single	p__Proteobacteria	NMDC60067310
SRR13628065_metaspades_bin_refinement.40	SRR13628065_metaspades_bin_refinement.40_c00125_NODE_12...region001.gbk	7962	ectoine	Others	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Pseudomonadales;f__Oleiphilaceae;g__Marinobacter;s__Marinobacter antarcticus	Annotated	Single	p__Proteobacteria	NMDC60067310
SRR13628065_metaspades_bin_refinement.4	SRR13628065_metaspades_bin_refinement.4_c00003_NODE_79...region001.gbk	23106	thiopeptide	RiPPs	d__Bacteria;p__Desulfobacterota;c__Desulfobulbia;o__Desulfobulbales;f__Desulfurivibrionaceae;g__BM506;s__	New	Single	p__Desulfobacterota	NMDC60067309
SRR13628065_metaspades_bin_refinement.4	SRR13628065_metaspades_bin_refinement.4_c00007_NODE_14...region001.gbk	21296	proteusin	RiPPs	d__Bacteria;p__Desulfobacterota;c__Desulfobulbia;o__Desulfobulbales;f__Desulfurivibrionaceae;g__BM506;s__	New	Single	p__Desulfobacterota	NMDC60067309
SRR13628065_metaspades_bin_refinement.4	SRR13628065_metaspades_bin_refinement.4_c00011_NODE_18...region001.gbk	10393	ectoine	Others	d__Bacteria;p__Desulfobacterota;c__Desulfobulbia;o__Desulfobulbales;f__Desulfurivibrionaceae;g__BM506;s__	New	Single	p__Desulfobacterota	NMDC60067309
SRR13628065_metaspades_bin_refinement.4	SRR13628065_metaspades_bin_refinement.4_c00021_NODE_46...region001.gbk	25773	NRPS-like	NRPS	d__Bacteria;p__Desulfobacterota;c__Desulfobulbia;o__Desulfobulbales;f__Desulfurivibrionaceae;g__BM506;s__	New	Single	p__Desulfobacterota	NMDC60067309
SRR13628065_metaspades_bin_refinement.4	SRR13628065_metaspades_bin_refinement.4_c00027_NODE_64...region001.gbk	55369	resorcinol.arylpolyene	Others	d__Bacteria;p__Desulfobacterota;c__Desulfobulbia;o__Desulfobulbales;f__Desulfurivibrionaceae;g__BM506;s__	New	Single	p__Desulfobacterota	NMDC60067309
SRR13628065_metaspades_bin_refinement.50	SRR13628065_metaspades_bin_refinement.50_c00003_NODE_15...region001.gbk	33075	arylpolyene	Others	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Marinilabiliaceae;g__Saccharicrinis;s__	New	Single	p__Bacteroidota	NMDC60067319
SRR13628065_metaspades_bin_refinement.50	SRR13628065_metaspades_bin_refinement.50_c00014_NODE_22...region001.gbk	13653	terpene	Terpene	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Marinilabiliaceae;g__Saccharicrinis;s__	New	Single	p__Bacteroidota	NMDC60067319
SRR13628065_metaspades_bin_refinement.50	SRR13628065_metaspades_bin_refinement.50_c00037_NODE_35...region001.gbk	14201	terpene	Terpene	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Marinilabiliaceae;g__Saccharicrinis;s__	New	Single	p__Bacteroidota	NMDC60067319
SRR13628065_metaspades_bin_refinement.50	SRR13628065_metaspades_bin_refinement.50_c00038_NODE_35...region001.gbk	19432	resorcinol.arylpolyene	Others	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Marinilabiliaceae;g__Saccharicrinis;s__	New	Single	p__Bacteroidota	NMDC60067319
SRR13628065_metaspades_bin_refinement.50	SRR13628065_metaspades_bin_refinement.50_c00127_NODE_84...region001.gbk	10752	terpene	Terpene	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Marinilabiliaceae;g__Saccharicrinis;s__	New	Single	p__Bacteroidota	NMDC60067319
SRR13628065_metaspades_bin_refinement.50	SRR13628065_metaspades_bin_refinement.50_c00132_NODE_86...region001.gbk	10647	RRE-containing	RiPPs	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Marinilabiliaceae;g__Saccharicrinis;s__	New	Single	p__Bacteroidota	NMDC60067319
SRR13628065_metaspades_bin_refinement.50	SRR13628065_metaspades_bin_refinement.50_c00133_NODE_86...region001.gbk	5889	RiPP-like	RiPPs	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Marinilabiliaceae;g__Saccharicrinis;s__	New	Single	p__Bacteroidota	NMDC60067319
SRR13628065_metaspades_bin_refinement.51	SRR13628065_metaspades_bin_refinement.51_c00016_NODE_11...region001.gbk	21971	arylpolyene	Others	d__Bacteria;p__Campylobacterota;c__Campylobacteria;o__Campylobacterales;f__Sulfurimonadaceae;g__Sulfurimonas;s__	New	Single	p__Campylobacterota	NMDC60067320
SRR13628065_metaspades_bin_refinement.52	SRR13628065_metaspades_bin_refinement.52_c00006_NODE_37...region001.gbk	18189	terpene	Terpene	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Flavobacteriales;f__Flavobacteriaceae;g__Salinimicrobium;s__	New	Single	p__Bacteroidota	NMDC60067321
SRR13628065_metaspades_bin_refinement.52	SRR13628065_metaspades_bin_refinement.52_c00014_NODE_65...region001.gbk	28626	T3PKS	PKSother	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Flavobacteriales;f__Flavobacteriaceae;g__Salinimicrobium;s__	New	Single	p__Bacteroidota	NMDC60067321
SRR13628065_metaspades_bin_refinement.53	SRR13628065_metaspades_bin_refinement.53_c00020_NODE_32...region001.gbk	20952	T3PKS	PKSother	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Flavobacteriales;f__Flavobacteriaceae;g__Lutibacter;s__	New	Single	p__Bacteroidota	NMDC60067322
