GenomeID	Region_filename	Region_length	Product_prediction	BiG-SCAPE_class	GTDB	Type	From	Phyla	NMDC_ID
SRR13162838_metaspades_bin_refinement.24	SRR13162838_metaspades_bin_refinement.24_c00091_NODE_14...region001.gbk	7644	redox-cofactor	RiPPs	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__UBA5335;f__UBA5335;g__Macondimonas;s__Macondimonas sp002862435	Annotated	Single	p__Proteobacteria	NMDC60098479
SRR13162838_metaspades_bin_refinement.31	SRR13162838_metaspades_bin_refinement.31_c00021_NODE_16...region001.gbk	28608	T3PKS	PKSother	d__Bacteria;p__Omnitrophota;c__Koll11;o__UBA10015;f__GCA-002753745;g__JACQCF01;s__	New	Single	p__Omnitrophota	NMDC60098485
SRR13162838_metaspades_bin_refinement.41	SRR13162838_metaspades_bin_refinement.41_c00001_NODE_24...region001.gbk	41230	arylpolyene	Others	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Burkholderiales;f__Burkholderiaceae;g__Thiomonas;s__	New	Single	p__Proteobacteria	NMDC60098492
SRR13162838_metaspades_bin_refinement.41	SRR13162838_metaspades_bin_refinement.41_c00002_NODE_10...region001.gbk	17144	terpene	Terpene	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Burkholderiales;f__Burkholderiaceae;g__Thiomonas;s__	New	Single	p__Proteobacteria	NMDC60098492
SRR13162838_metaspades_bin_refinement.41	SRR13162838_metaspades_bin_refinement.41_c00007_NODE_19...region001.gbk	44965	NRPS	NRPS	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Burkholderiales;f__Burkholderiaceae;g__Thiomonas;s__	New	Single	p__Proteobacteria	NMDC60098492
SRR13162838_metaspades_bin_refinement.41	SRR13162838_metaspades_bin_refinement.41_c00026_NODE_12...region001.gbk	26088	T1PKS.NRPS-like	PKS-NRP_Hybrids	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Burkholderiales;f__Burkholderiaceae;g__Thiomonas;s__	New	Single	p__Proteobacteria	NMDC60098492
SRR13162838_metaspades_bin_refinement.55	SRR13162838_metaspades_bin_refinement.55_c00002_NODE_25...region001.gbk	43570	NRPS-like	NRPS	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Burkholderiales;f__Gallionellaceae;g__39-52-133;s__	New	Single	p__Proteobacteria	NMDC60098502
SRR13162838_metaspades_bin_refinement.55	SRR13162838_metaspades_bin_refinement.55_c00004_NODE_67...region001.gbk	10885	RiPP-like	RiPPs	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Burkholderiales;f__Gallionellaceae;g__39-52-133;s__	New	Single	p__Proteobacteria	NMDC60098502
SRR13162838_metaspades_bin_refinement.55	SRR13162838_metaspades_bin_refinement.55_c00051_NODE_32...region001.gbk	16252	terpene	Terpene	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Burkholderiales;f__Gallionellaceae;g__39-52-133;s__	New	Single	p__Proteobacteria	NMDC60098502
SRR13162838_metaspades_bin_refinement.57	SRR13162838_metaspades_bin_refinement.57_c00001_NODE_29...region001.gbk	20855	terpene	Terpene	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Xanthomonadales;f__Rhodanobacteraceae;g__Rhodanobacter;s__	New	Single	p__Proteobacteria	NMDC60098504
SRR13162838_metaspades_bin_refinement.57	SRR13162838_metaspades_bin_refinement.57_c00026_NODE_26...region001.gbk	22521	arylpolyene	Others	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Xanthomonadales;f__Rhodanobacteraceae;g__Rhodanobacter;s__	New	Single	p__Proteobacteria	NMDC60098504
SRR13162838_metaspades_bin_refinement.58	SRR13162838_metaspades_bin_refinement.58_c00009_NODE_27...region001.gbk	21738	terpene	Terpene	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Acidiferrobacterales;f__UBA6901;g__;s__	New	Single	p__Proteobacteria	NMDC60098505
SRR13162838_metaspades_bin_refinement.58	SRR13162838_metaspades_bin_refinement.58_c00013_NODE_34...region001.gbk	40939	phosphonate	Others	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Acidiferrobacterales;f__UBA6901;g__;s__	New	Single	p__Proteobacteria	NMDC60098505
SRR13162838_metaspades_bin_refinement.58	SRR13162838_metaspades_bin_refinement.58_c00014_NODE_35...region001.gbk	38553	resorcinol.arylpolyene	Others	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Acidiferrobacterales;f__UBA6901;g__;s__	New	Single	p__Proteobacteria	NMDC60098505
SRR13162838_metaspades_bin_refinement.58	SRR13162838_metaspades_bin_refinement.58_c00058_NODE_73...region001.gbk	11993	hserlactone	Others	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Acidiferrobacterales;f__UBA6901;g__;s__	New	Single	p__Proteobacteria	NMDC60098505
SRR13162838_metaspades_bin_refinement.64	SRR13162838_metaspades_bin_refinement.64_c00124_NODE_17...region001.gbk	6660	NRPS-like	NRPS	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Burkholderiales;f__Rhodocyclaceae;g__JACRPB01;s__	New	Single	p__Proteobacteria	NMDC60098509
SRR13162838_metaspades_bin_refinement.64	SRR13162838_metaspades_bin_refinement.64_c00177_NODE_26...region001.gbk	5069	terpene	Terpene	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Burkholderiales;f__Rhodocyclaceae;g__JACRPB01;s__	New	Single	p__Proteobacteria	NMDC60098509
SRR13162838_metaspades_bin_refinement.68	SRR13162838_metaspades_bin_refinement.68_c00059_NODE_73...region001.gbk	12008	terpene	Terpene	d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Acetobacterales;f__Acetobacteraceae;g__;s__	New	Single	p__Proteobacteria	NMDC60098511
SRR13162838_metaspades_bin_refinement.69	SRR13162838_metaspades_bin_refinement.69_c00012_NODE_17...region001.gbk	18059	terpene	Terpene	d__Bacteria;p__Planctomycetota;c__Phycisphaerae;o__Phycisphaerales;f__Phycisphaeraceae;g__JAAUTM01;s__	New	Single	p__Planctomycetota	NMDC60098512
SRR13162838_metaspades_bin_refinement.69	SRR13162838_metaspades_bin_refinement.69_c00016_NODE_19...region001.gbk	14199	RRE-containing	RiPPs	d__Bacteria;p__Planctomycetota;c__Phycisphaerae;o__Phycisphaerales;f__Phycisphaeraceae;g__JAAUTM01;s__	New	Single	p__Planctomycetota	NMDC60098512
SRR13162838_metaspades_bin_refinement.69	SRR13162838_metaspades_bin_refinement.69_c00039_NODE_36...region001.gbk	15787	terpene	Terpene	d__Bacteria;p__Planctomycetota;c__Phycisphaerae;o__Phycisphaerales;f__Phycisphaeraceae;g__JAAUTM01;s__	New	Single	p__Planctomycetota	NMDC60098512
SRR13162838_metaspades_bin_refinement.69	SRR13162838_metaspades_bin_refinement.69_c00059_NODE_52...region001.gbk	14891	T3PKS	PKSother	d__Bacteria;p__Planctomycetota;c__Phycisphaerae;o__Phycisphaerales;f__Phycisphaeraceae;g__JAAUTM01;s__	New	Single	p__Planctomycetota	NMDC60098512
SRR13162838_metaspades_bin_refinement.69	SRR13162838_metaspades_bin_refinement.69_c00093_NODE_72...region001.gbk	12129	acyl_amino_acids	Others	d__Bacteria;p__Planctomycetota;c__Phycisphaerae;o__Phycisphaerales;f__Phycisphaeraceae;g__JAAUTM01;s__	New	Single	p__Planctomycetota	NMDC60098512
SRR13162838_metaspades_bin_refinement.69	SRR13162838_metaspades_bin_refinement.69_c00094_NODE_73...region001.gbk	12067	arylpolyene	Others	d__Bacteria;p__Planctomycetota;c__Phycisphaerae;o__Phycisphaerales;f__Phycisphaeraceae;g__JAAUTM01;s__	New	Single	p__Planctomycetota	NMDC60098512
SRR13162838_metaspades_bin_refinement.73	SRR13162838_metaspades_bin_refinement.73_c00002_NODE_21...region001.gbk	26486	NRPS-like	NRPS	d__Bacteria;p__Nitrospirota;c__UBA9217;o__UBA9217;f__UBA9217;g__;s__	New	Single	p__Nitrospirota	NMDC60098517
SRR13162838_metaspades_bin_refinement.73	SRR13162838_metaspades_bin_refinement.73_c00003_NODE_37...region001.gbk	33563	ladderane	Others	d__Bacteria;p__Nitrospirota;c__UBA9217;o__UBA9217;f__UBA9217;g__;s__	New	Single	p__Nitrospirota	NMDC60098517
SRR13162838_metaspades_bin_refinement.73	SRR13162838_metaspades_bin_refinement.73_c00177_NODE_18...region001.gbk	6400	T1PKS	PKSI	d__Bacteria;p__Nitrospirota;c__UBA9217;o__UBA9217;f__UBA9217;g__;s__	New	Single	p__Nitrospirota	NMDC60098517
SRR13162838_metaspades_bin_refinement.74	SRR13162838_metaspades_bin_refinement.74_c00046_NODE_73...region001.gbk	12050	NRPS	NRPS	d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhodobacterales;f__Rhodobacteraceae;g__QY30;s__	New	Single	p__Proteobacteria	NMDC60098518
SRR13162838_metaspades_bin_refinement.74	SRR13162838_metaspades_bin_refinement.74_c00064_NODE_93...region001.gbk	10352	hserlactone	Others	d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhodobacterales;f__Rhodobacteraceae;g__QY30;s__	New	Single	p__Proteobacteria	NMDC60098518
SRR13162838_metaspades_bin_refinement.74	SRR13162838_metaspades_bin_refinement.74_c00112_NODE_14...region001.gbk	7766	NRPS-like	NRPS	d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhodobacterales;f__Rhodobacteraceae;g__QY30;s__	New	Single	p__Proteobacteria	NMDC60098518
SRR13162838_metaspades_bin_refinement.74	SRR13162838_metaspades_bin_refinement.74_c00189_NODE_23...region001.gbk	5508	NRPS-like	NRPS	d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhodobacterales;f__Rhodobacteraceae;g__QY30;s__	New	Single	p__Proteobacteria	NMDC60098518
SRR13162838_metaspades_bin_refinement.74	SRR13162838_metaspades_bin_refinement.74_c00198_NODE_24...region001.gbk	5415	NRPS	NRPS	d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhodobacterales;f__Rhodobacteraceae;g__QY30;s__	New	Single	p__Proteobacteria	NMDC60098518
SRR13162838_metaspades_bin_refinement.82	SRR13162838_metaspades_bin_refinement.82_c00052_NODE_92...region001.gbk	10362	arylpolyene	Others	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__REEB76;f__REEB76;g__;s__	New	Single	p__Proteobacteria	NMDC60098525
SRR13162838_metaspades_bin_refinement.83	SRR13162838_metaspades_bin_refinement.83_c00012_NODE_99...region001.gbk	33096	NRPS-like	NRPS	d__Bacteria;p__Acidobacteriota;c__Acidobacteriae;o__Acidobacteriales;f__Acidobacteriaceae;g__Terracidiphilus;s__	New	Single	p__Acidobacteriota	NMDC60098526
SRR13162838_metaspades_bin_refinement.84	SRR13162838_metaspades_bin_refinement.84_c00004_NODE_14...region001.gbk	31391	transAT-PKS-like	PKSother	d__Bacteria;p__Verrucomicrobiota;c__Verrucomicrobiae;o__Pedosphaerales;f__J093;g__;s__	New	Single	p__Verrucomicrobiota	NMDC60098527
SRR13162838_metaspades_bin_refinement.84	SRR13162838_metaspades_bin_refinement.84_c00008_NODE_17...region001.gbk	27696	T1PKS	PKSI	d__Bacteria;p__Verrucomicrobiota;c__Verrucomicrobiae;o__Pedosphaerales;f__J093;g__;s__	New	Single	p__Verrucomicrobiota	NMDC60098527
SRR13162838_metaspades_bin_refinement.84	SRR13162838_metaspades_bin_refinement.84_c00020_NODE_28...region001.gbk	21335	NRPS.T1PKS	PKS-NRP_Hybrids	d__Bacteria;p__Verrucomicrobiota;c__Verrucomicrobiae;o__Pedosphaerales;f__J093;g__;s__	New	Single	p__Verrucomicrobiota	NMDC60098527
SRR13162838_metaspades_bin_refinement.84	SRR13162838_metaspades_bin_refinement.84_c00044_NODE_44...region001.gbk	16418	transAT-PKS	PKSother	d__Bacteria;p__Verrucomicrobiota;c__Verrucomicrobiae;o__Pedosphaerales;f__J093;g__;s__	New	Single	p__Verrucomicrobiota	NMDC60098527
SRR13162838_metaspades_bin_refinement.84	SRR13162838_metaspades_bin_refinement.84_c00222_NODE_13...region001.gbk	7923	terpene	Terpene	d__Bacteria;p__Verrucomicrobiota;c__Verrucomicrobiae;o__Pedosphaerales;f__J093;g__;s__	New	Single	p__Verrucomicrobiota	NMDC60098527
SRR13162838_metaspades_bin_refinement.84	SRR13162838_metaspades_bin_refinement.84_c00233_NODE_14...region001.gbk	7679	ladderane	Others	d__Bacteria;p__Verrucomicrobiota;c__Verrucomicrobiae;o__Pedosphaerales;f__J093;g__;s__	New	Single	p__Verrucomicrobiota	NMDC60098527
SRR13162838_metaspades_bin_refinement.84	SRR13162838_metaspades_bin_refinement.84_c00245_NODE_15...region001.gbk	7443	terpene	Terpene	d__Bacteria;p__Verrucomicrobiota;c__Verrucomicrobiae;o__Pedosphaerales;f__J093;g__;s__	New	Single	p__Verrucomicrobiota	NMDC60098527
SRR13162838_metaspades_bin_refinement.8	SRR13162838_metaspades_bin_refinement.8_c00022_NODE_95...region001.gbk	32315	NRPS-like	NRPS	d__Bacteria;p__Bacteroidota;c__Ignavibacteria;o__Ignavibacteriales;f__Ignavibacteriaceae;g__;s__	New	Single	p__Bacteroidota	NMDC60098522
SRR13162838_metaspades_bin_refinement.8	SRR13162838_metaspades_bin_refinement.8_c00053_NODE_37...region001.gbk	18419	T3PKS	PKSother	d__Bacteria;p__Bacteroidota;c__Ignavibacteria;o__Ignavibacteriales;f__Ignavibacteriaceae;g__;s__	New	Single	p__Bacteroidota	NMDC60098522
SRR13162838_metaspades_bin_refinement.8	SRR13162838_metaspades_bin_refinement.8_c00069_NODE_63...region001.gbk	13238	terpene	Terpene	d__Bacteria;p__Bacteroidota;c__Ignavibacteria;o__Ignavibacteriales;f__Ignavibacteriaceae;g__;s__	New	Single	p__Bacteroidota	NMDC60098522
SRR13162838_metaspades_bin_refinement.90	SRR13162838_metaspades_bin_refinement.90_c00003_NODE_34...region001.gbk	32207	NRPS-like	NRPS	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Burkholderiales;f__Casimicrobiaceae;g__VBCG01;s__	New	Single	p__Proteobacteria	NMDC60098532
SRR13162838_metaspades_bin_refinement.90	SRR13162838_metaspades_bin_refinement.90_c00054_NODE_28...region001.gbk	21501	acyl_amino_acids	Others	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Burkholderiales;f__Casimicrobiaceae;g__VBCG01;s__	New	Single	p__Proteobacteria	NMDC60098532
SRR13162838_metaspades_bin_refinement.90	SRR13162838_metaspades_bin_refinement.90_c00061_NODE_33...region001.gbk	14752	terpene	Terpene	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Burkholderiales;f__Casimicrobiaceae;g__VBCG01;s__	New	Single	p__Proteobacteria	NMDC60098532
SRR13162838_metaspades_bin_refinement.91	SRR13162838_metaspades_bin_refinement.91_c00003_NODE_12...region001.gbk	14148	ranthipeptide	RiPPs	d__Bacteria;p__Myxococcota;c__Polyangia;o__Polyangiales;f__JADJMO01;g__JADJMO01;s__	New	Single	p__Myxococcota	NMDC60098533
SRR13162838_metaspades_bin_refinement.91	SRR13162838_metaspades_bin_refinement.91_c00063_NODE_44...region001.gbk	16350	T1PKS	PKSI	d__Bacteria;p__Myxococcota;c__Polyangia;o__Polyangiales;f__JADJMO01;g__JADJMO01;s__	New	Single	p__Myxococcota	NMDC60098533
SRR13162838_metaspades_bin_refinement.91	SRR13162838_metaspades_bin_refinement.91_c00135_NODE_74...region001.gbk	11916	arylpolyene	Others	d__Bacteria;p__Myxococcota;c__Polyangia;o__Polyangiales;f__JADJMO01;g__JADJMO01;s__	New	Single	p__Myxococcota	NMDC60098533
SRR13162838_metaspades_bin_refinement.91	SRR13162838_metaspades_bin_refinement.91_c00170_NODE_91...region001.gbk	10462	RRE-containing	RiPPs	d__Bacteria;p__Myxococcota;c__Polyangia;o__Polyangiales;f__JADJMO01;g__JADJMO01;s__	New	Single	p__Myxococcota	NMDC60098533
SRR13162838_metaspades_bin_refinement.91	SRR13162838_metaspades_bin_refinement.91_c00176_NODE_94...region001.gbk	10278	NRPS-like	NRPS	d__Bacteria;p__Myxococcota;c__Polyangia;o__Polyangiales;f__JADJMO01;g__JADJMO01;s__	New	Single	p__Myxococcota	NMDC60098533
SRR13162838_metaspades_bin_refinement.93	SRR13162838_metaspades_bin_refinement.93_c00057_NODE_47...region001.gbk	10810	RiPP-like	RiPPs	d__Bacteria;p__Elusimicrobiota;c__Elusimicrobia;o__UBA1565;f__UBA9628;g__GWA2-66-18;s__	New	Single	p__Elusimicrobiota	NMDC60098535
SRR13162838_metaspades_bin_refinement.93	SRR13162838_metaspades_bin_refinement.93_c00058_NODE_47...region001.gbk	15311	terpene	Terpene	d__Bacteria;p__Elusimicrobiota;c__Elusimicrobia;o__UBA1565;f__UBA9628;g__GWA2-66-18;s__	New	Single	p__Elusimicrobiota	NMDC60098535
SRR13162838_metaspades_bin_refinement.93	SRR13162838_metaspades_bin_refinement.93_c00068_NODE_54...region001.gbk	14510	T1PKS	PKSI	d__Bacteria;p__Elusimicrobiota;c__Elusimicrobia;o__UBA1565;f__UBA9628;g__GWA2-66-18;s__	New	Single	p__Elusimicrobiota	NMDC60098535
SRR13162838_metaspades_bin_refinement.93	SRR13162838_metaspades_bin_refinement.93_c00093_NODE_81...region001.gbk	11221	RRE-containing	RiPPs	d__Bacteria;p__Elusimicrobiota;c__Elusimicrobia;o__UBA1565;f__UBA9628;g__GWA2-66-18;s__	New	Single	p__Elusimicrobiota	NMDC60098535
SRR13162838_metaspades_bin_refinement.93	SRR13162838_metaspades_bin_refinement.93_c00116_NODE_12...region001.gbk	8665	terpene	Terpene	d__Bacteria;p__Elusimicrobiota;c__Elusimicrobia;o__UBA1565;f__UBA9628;g__GWA2-66-18;s__	New	Single	p__Elusimicrobiota	NMDC60098535
SRR13162838_metaspades_bin_refinement.93	SRR13162838_metaspades_bin_refinement.93_c00154_NODE_18...region001.gbk	6456	T3PKS	PKSother	d__Bacteria;p__Elusimicrobiota;c__Elusimicrobia;o__UBA1565;f__UBA9628;g__GWA2-66-18;s__	New	Single	p__Elusimicrobiota	NMDC60098535
SRR13162838_metaspades_bin_refinement.93	SRR13162838_metaspades_bin_refinement.93_c00163_NODE_20...region001.gbk	5999	hglE-KS	PKSother	d__Bacteria;p__Elusimicrobiota;c__Elusimicrobia;o__UBA1565;f__UBA9628;g__GWA2-66-18;s__	New	Single	p__Elusimicrobiota	NMDC60098535
SRR13162838_metaspades_bin_refinement.94	SRR13162838_metaspades_bin_refinement.94_c00024_NODE_39...region001.gbk	10820	terpene	Terpene	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Burkholderiales;f__Gallionellaceae;g__Gallionella;s__	New	Single	p__Proteobacteria	NMDC60098536
SRR13162838_metaspades_bin_refinement.94	SRR13162838_metaspades_bin_refinement.94_c00043_NODE_53...region001.gbk	14796	hserlactone	Others	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Burkholderiales;f__Gallionellaceae;g__Gallionella;s__	New	Single	p__Proteobacteria	NMDC60098536
SRR13162838_metaspades_bin_refinement.94	SRR13162838_metaspades_bin_refinement.94_c00116_NODE_11...region001.gbk	9010	arylpolyene	Others	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Burkholderiales;f__Gallionellaceae;g__Gallionella;s__	New	Single	p__Proteobacteria	NMDC60098536
SRR13162838_metaspades_bin_refinement.94	SRR13162838_metaspades_bin_refinement.94_c00123_NODE_11...region001.gbk	8843	arylpolyene	Others	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Burkholderiales;f__Gallionellaceae;g__Gallionella;s__	New	Single	p__Proteobacteria	NMDC60098536
SRR13162838_metaspades_bin_refinement.94	SRR13162838_metaspades_bin_refinement.94_c00165_NODE_17...region001.gbk	6619	hserlactone	Others	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Burkholderiales;f__Gallionellaceae;g__Gallionella;s__	New	Single	p__Proteobacteria	NMDC60098536
SRR13162838_metaspades_bin_refinement.95	SRR13162838_metaspades_bin_refinement.95_c00001_NODE_13...region001.gbk	41236	ladderane	Others	d__Bacteria;p__Acidobacteriota;c__Thermoanaerobaculia;o__Gp7-AA8;f__Gp7-AA8;g__QHVT01;s__	New	Single	p__Acidobacteriota	NMDC60098537
SRR13162838_metaspades_bin_refinement.95	SRR13162838_metaspades_bin_refinement.95_c00004_NODE_23...region001.gbk	25925	terpene	Terpene	d__Bacteria;p__Acidobacteriota;c__Thermoanaerobaculia;o__Gp7-AA8;f__Gp7-AA8;g__QHVT01;s__	New	Single	p__Acidobacteriota	NMDC60098537
SRR13162838_metaspades_bin_refinement.95	SRR13162838_metaspades_bin_refinement.95_c00015_NODE_15...region001.gbk	87385	NRPS.transAT-PKS	PKS-NRP_Hybrids	d__Bacteria;p__Acidobacteriota;c__Thermoanaerobaculia;o__Gp7-AA8;f__Gp7-AA8;g__QHVT01;s__	New	Single	p__Acidobacteriota	NMDC60098537
SRR13162838_metaspades_bin_refinement.95	SRR13162838_metaspades_bin_refinement.95_c00069_NODE_35...region001.gbk	12323	terpene	Terpene	d__Bacteria;p__Acidobacteriota;c__Thermoanaerobaculia;o__Gp7-AA8;f__Gp7-AA8;g__QHVT01;s__	New	Single	p__Acidobacteriota	NMDC60098537
SRR13162838_metaspades_bin_refinement.98	SRR13162838_metaspades_bin_refinement.98_c00003_NODE_51...region001.gbk	21419	RRE-containing	RiPPs	d__Bacteria;p__Firmicutes_B;c__Desulfitobacteriia;o__Desulfitobacteriales;f__;g__;s__	New	Single	p__Firmicutes_B	NMDC60098539
SRR13164998_metaspades_bin_refinement.13	SRR13164998_metaspades_bin_refinement.13_c00003_NODE_56...region001.gbk	63731	NRPS-like	NRPS	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Steroidobacterales;f__Steroidobacteraceae;g__;s__	New	Single	p__Proteobacteria	NMDC60098544
SRR13164998_metaspades_bin_refinement.13	SRR13164998_metaspades_bin_refinement.13_c00005_NODE_73...region001.gbk	30258	betalactone	Others	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Steroidobacterales;f__Steroidobacteraceae;g__;s__	New	Single	p__Proteobacteria	NMDC60098544
