GenomeID	Region_filename	Region_length	Product_prediction	BiG-SCAPE_class	GTDB	Type	From	Phyla	NMDC_ID
SRR8799000_megahit_bin_refinement.5	SRR8799000_megahit_bin_refinement.5_k141_105167.region001.gbk	17102	NRPS-like	NRPS	d__Bacteria;p__Patescibacteria;c__Paceibacteria;o__Paceibacterales;f__JAHIOY01;g__;s__	New	Single	p__Patescibacteria	NMDC60079616
SRR8799000_megahit_bin_refinement.6	SRR8799000_megahit_bin_refinement.6_k141_136283.region001.gbk	23121	betalactone	Others	d__Bacteria;p__Chloroflexota;c__Dehalococcoidia;o__SM23-28-2;f__RBG-16-64-32;g__RBG-16-64-32;s__	New	Single	p__Chloroflexota	NMDC60079617
SRR8799000_megahit_bin_refinement.6	SRR8799000_megahit_bin_refinement.6_k141_149319.region001.gbk	29379	terpene	Terpene	d__Bacteria;p__Chloroflexota;c__Dehalococcoidia;o__SM23-28-2;f__RBG-16-64-32;g__RBG-16-64-32;s__	New	Single	p__Chloroflexota	NMDC60079617
SRR8799000_megahit_bin_refinement.6	SRR8799000_megahit_bin_refinement.6_k141_19360.region001.gbk	16398	betalactone	Others	d__Bacteria;p__Chloroflexota;c__Dehalococcoidia;o__SM23-28-2;f__RBG-16-64-32;g__RBG-16-64-32;s__	New	Single	p__Chloroflexota	NMDC60079617
SRR8799000_megahit_bin_refinement.7	SRR8799000_megahit_bin_refinement.7_k141_39989.region001.gbk	5653	terpene	Terpene	d__Bacteria;p__UBA8248;c__;o__;f__;g__;s__	New	Single	p__UBA8248	NMDC60079618
SRR8799000_megahit_bin_refinement.9	SRR8799000_megahit_bin_refinement.9_k141_4309.region001.gbk	20605	terpene	Terpene	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__MnTg04;f__MnTg04;g__MnTg04;s__	New	Single	p__Proteobacteria	NMDC60079619
SRR8799002_metaspades_bin_refinement.10	SRR8799002_metaspades_bin_refinement.10_c00001_NODE_4_...region001.gbk	7672	RiPP-like	RiPPs	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Acidiferrobacterales;f__SPGG2;g__SPGG2;s__	New	Single	p__Proteobacteria	NMDC60079621
SRR8799002_metaspades_bin_refinement.10	SRR8799002_metaspades_bin_refinement.10_c00015_NODE_47...region001.gbk	32788	NRPS-like	NRPS	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Acidiferrobacterales;f__SPGG2;g__SPGG2;s__	New	Single	p__Proteobacteria	NMDC60079621
SRR8799002_metaspades_bin_refinement.10	SRR8799002_metaspades_bin_refinement.10_c00019_NODE_71...region001.gbk	19726	terpene	Terpene	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Acidiferrobacterales;f__SPGG2;g__SPGG2;s__	New	Single	p__Proteobacteria	NMDC60079621
SRR8799002_metaspades_bin_refinement.10	SRR8799002_metaspades_bin_refinement.10_c00034_NODE_11...region001.gbk	23190	terpene	Terpene	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Acidiferrobacterales;f__SPGG2;g__SPGG2;s__	New	Single	p__Proteobacteria	NMDC60079621
SRR8799002_metaspades_bin_refinement.10	SRR8799002_metaspades_bin_refinement.10_c00036_NODE_12...region001.gbk	29517	arylpolyene	Others	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Acidiferrobacterales;f__SPGG2;g__SPGG2;s__	New	Single	p__Proteobacteria	NMDC60079621
SRR8799002_metaspades_bin_refinement.10	SRR8799002_metaspades_bin_refinement.10_c00098_NODE_19...region001.gbk	5660	ectoine	Others	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Acidiferrobacterales;f__SPGG2;g__SPGG2;s__	New	Single	p__Proteobacteria	NMDC60079621
SRR8799002_metaspades_bin_refinement.12	SRR8799002_metaspades_bin_refinement.12_c00016_NODE_39...region001.gbk	11881	terpene	Terpene	d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__SMXQ01;f__SMXQ01;g__;s__	New	Single	p__Proteobacteria	NMDC60079623
SRR8799002_metaspades_bin_refinement.12	SRR8799002_metaspades_bin_refinement.12_c00161_NODE_35...region001.gbk	5364	terpene	Terpene	d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__SMXQ01;f__SMXQ01;g__;s__	New	Single	p__Proteobacteria	NMDC60079623
SRR8799002_metaspades_bin_refinement.15	SRR8799002_metaspades_bin_refinement.15_c00002_NODE_10...region001.gbk	31544	terpene	Terpene	d__Bacteria;p__Methylomirabilota;c__Methylomirabilia;o__Methylomirabilales;f__CSP1-5;g__CSP1-5;s__	New	Single	p__Methylomirabilota	NMDC60079626
SRR8799002_metaspades_bin_refinement.15	SRR8799002_metaspades_bin_refinement.15_c00049_NODE_11...region001.gbk	10286	RRE-containing	RiPPs	d__Bacteria;p__Methylomirabilota;c__Methylomirabilia;o__Methylomirabilales;f__CSP1-5;g__CSP1-5;s__	New	Single	p__Methylomirabilota	NMDC60079626
SRR8799002_metaspades_bin_refinement.16	SRR8799002_metaspades_bin_refinement.16_c00001_NODE_5_...region001.gbk	28134	ranthipeptide	RiPPs	d__Archaea;p__Thermoproteota;c__Nitrososphaeria;o__Nitrososphaerales;f__Nitrosopumilaceae;g__JAEHKU01;s__JAEHKU01 sp016838825	Annotated	Single	p__Thermoproteota	NMDC60079627
SRR8799002_metaspades_bin_refinement.19	SRR8799002_metaspades_bin_refinement.19_c00043_NODE_11...region001.gbk	10007	terpene	Terpene	d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhodospirillales;f__2-02-FULL-58-16;g__GCA-2686765;s__	New	Single	p__Proteobacteria	NMDC60079629
SRR8799002_metaspades_bin_refinement.1	SRR8799002_metaspades_bin_refinement.1_c00002_NODE_26...region001.gbk	23962	terpene	Terpene	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Acidiferrobacterales;f__SPGG2;g__SZUA-472;s__	New	Single	p__Proteobacteria	NMDC60079620
SRR8799002_metaspades_bin_refinement.1	SRR8799002_metaspades_bin_refinement.1_c00021_NODE_13...region001.gbk	18949	terpene	Terpene	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Acidiferrobacterales;f__SPGG2;g__SZUA-472;s__	New	Single	p__Proteobacteria	NMDC60079620
SRR8799002_metaspades_bin_refinement.1	SRR8799002_metaspades_bin_refinement.1_c00022_NODE_13...region001.gbk	28044	NRPS-like	NRPS	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Acidiferrobacterales;f__SPGG2;g__SZUA-472;s__	New	Single	p__Proteobacteria	NMDC60079620
SRR8799002_metaspades_bin_refinement.1	SRR8799002_metaspades_bin_refinement.1_c00068_NODE_56...region001.gbk	15026	phosphonate	Others	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Acidiferrobacterales;f__SPGG2;g__SZUA-472;s__	New	Single	p__Proteobacteria	NMDC60079620
SRR8799002_metaspades_bin_refinement.1	SRR8799002_metaspades_bin_refinement.1_c00131_NODE_17...region001.gbk	8177	NRPS-like	NRPS	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Acidiferrobacterales;f__SPGG2;g__SZUA-472;s__	New	Single	p__Proteobacteria	NMDC60079620
SRR8799002_metaspades_bin_refinement.21	SRR8799002_metaspades_bin_refinement.21_c00038_NODE_11...region001.gbk	10225	T1PKS	PKSI	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__UBA4486;f__;g__;s__	New	Single	p__Proteobacteria	NMDC60079631
SRR8799002_metaspades_bin_refinement.21	SRR8799002_metaspades_bin_refinement.21_c00077_NODE_19...region001.gbk	7528	phosphonate	Others	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__UBA4486;f__;g__;s__	New	Single	p__Proteobacteria	NMDC60079631
SRR8799002_metaspades_bin_refinement.21	SRR8799002_metaspades_bin_refinement.21_c00110_NODE_28...region001.gbk	6086	terpene	Terpene	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__UBA4486;f__;g__;s__	New	Single	p__Proteobacteria	NMDC60079631
SRR8799002_metaspades_bin_refinement.23	SRR8799002_metaspades_bin_refinement.23_c00001_NODE_36...region001.gbk	41877	terpene	Terpene	d__Bacteria;p__Methylomirabilota;c__Methylomirabilia;o__Methylomirabilales;f__CSP1-5;g__CSP1-5;s__CSP1-5 sp001643535	Annotated	Single	p__Methylomirabilota	NMDC60079632
SRR8799002_metaspades_bin_refinement.23	SRR8799002_metaspades_bin_refinement.23_c00006_NODE_62...region001.gbk	26286	NRPS-like	NRPS	d__Bacteria;p__Methylomirabilota;c__Methylomirabilia;o__Methylomirabilales;f__CSP1-5;g__CSP1-5;s__CSP1-5 sp001643535	Annotated	Single	p__Methylomirabilota	NMDC60079632
SRR8799002_metaspades_bin_refinement.23	SRR8799002_metaspades_bin_refinement.23_c00102_NODE_20...region001.gbk	7374	T3PKS	PKSother	d__Bacteria;p__Methylomirabilota;c__Methylomirabilia;o__Methylomirabilales;f__CSP1-5;g__CSP1-5;s__CSP1-5 sp001643535	Annotated	Single	p__Methylomirabilota	NMDC60079632
SRR8799002_metaspades_bin_refinement.23	SRR8799002_metaspades_bin_refinement.23_c00116_NODE_25...region001.gbk	6527	terpene	Terpene	d__Bacteria;p__Methylomirabilota;c__Methylomirabilia;o__Methylomirabilales;f__CSP1-5;g__CSP1-5;s__CSP1-5 sp001643535	Annotated	Single	p__Methylomirabilota	NMDC60079632
SRR8799002_metaspades_bin_refinement.26	SRR8799002_metaspades_bin_refinement.26_c00007_NODE_32...region001.gbk	29650	NRPS-like	NRPS	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Woeseiales;f__Woeseiaceae;g__;s__	New	Single	p__Proteobacteria	NMDC60079634
SRR8799002_metaspades_bin_refinement.26	SRR8799002_metaspades_bin_refinement.26_c00016_NODE_95...region001.gbk	10864	RiPP-like	RiPPs	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Woeseiales;f__Woeseiaceae;g__;s__	New	Single	p__Proteobacteria	NMDC60079634
SRR8799003_megahit_bin_refinement.10	SRR8799003_megahit_bin_refinement.10_k141_133880.region001.gbk	15278	NRPS-like	NRPS	d__Bacteria;p__Desulfobacterota_B;c__Binatia;o__UBA9968;f__UBA9968;g__;s__	New	Single	p__Desulfobacterota_B	NMDC60079636
SRR8799003_megahit_bin_refinement.10	SRR8799003_megahit_bin_refinement.10_k141_160481.region001.gbk	15312	NRPS-like	NRPS	d__Bacteria;p__Desulfobacterota_B;c__Binatia;o__UBA9968;f__UBA9968;g__;s__	New	Single	p__Desulfobacterota_B	NMDC60079636
SRR8799003_megahit_bin_refinement.10	SRR8799003_megahit_bin_refinement.10_k141_174233.region001.gbk	5880	NRPS	NRPS	d__Bacteria;p__Desulfobacterota_B;c__Binatia;o__UBA9968;f__UBA9968;g__;s__	New	Single	p__Desulfobacterota_B	NMDC60079636
SRR8799003_megahit_bin_refinement.10	SRR8799003_megahit_bin_refinement.10_k141_186594.region001.gbk	6648	NRPS-like	NRPS	d__Bacteria;p__Desulfobacterota_B;c__Binatia;o__UBA9968;f__UBA9968;g__;s__	New	Single	p__Desulfobacterota_B	NMDC60079636
SRR8799003_megahit_bin_refinement.10	SRR8799003_megahit_bin_refinement.10_k141_25767.region001.gbk	17133	NRPS	NRPS	d__Bacteria;p__Desulfobacterota_B;c__Binatia;o__UBA9968;f__UBA9968;g__;s__	New	Single	p__Desulfobacterota_B	NMDC60079636
SRR8799003_megahit_bin_refinement.10	SRR8799003_megahit_bin_refinement.10_k141_46988.region001.gbk	10320	NRPS-like	NRPS	d__Bacteria;p__Desulfobacterota_B;c__Binatia;o__UBA9968;f__UBA9968;g__;s__	New	Single	p__Desulfobacterota_B	NMDC60079636
SRR8799003_megahit_bin_refinement.10	SRR8799003_megahit_bin_refinement.10_k141_64406.region001.gbk	5855	NRPS-like	NRPS	d__Bacteria;p__Desulfobacterota_B;c__Binatia;o__UBA9968;f__UBA9968;g__;s__	New	Single	p__Desulfobacterota_B	NMDC60079636
SRR8799003_megahit_bin_refinement.10	SRR8799003_megahit_bin_refinement.10_k141_84228.region001.gbk	5730	NRPS	NRPS	d__Bacteria;p__Desulfobacterota_B;c__Binatia;o__UBA9968;f__UBA9968;g__;s__	New	Single	p__Desulfobacterota_B	NMDC60079636
SRR8799003_megahit_bin_refinement.10	SRR8799003_megahit_bin_refinement.10_k141_93336.region001.gbk	14547	NRPS-like	NRPS	d__Bacteria;p__Desulfobacterota_B;c__Binatia;o__UBA9968;f__UBA9968;g__;s__	New	Single	p__Desulfobacterota_B	NMDC60079636
SRR8799003_megahit_bin_refinement.1	SRR8799003_megahit_bin_refinement.1_k141_30390.region001.gbk	5722	NRPS-like	NRPS	d__Bacteria;p__Gemmatimonadota;c__Gemmatimonadetes;o__Gemmatimonadales;f__GWC2-71-9;g__;s__	New	Single	p__Gemmatimonadota	NMDC60079635
SRR8799003_megahit_bin_refinement.1	SRR8799003_megahit_bin_refinement.1_k141_63336.region001.gbk	14598	CDPS	NRPS	d__Bacteria;p__Gemmatimonadota;c__Gemmatimonadetes;o__Gemmatimonadales;f__GWC2-71-9;g__;s__	New	Single	p__Gemmatimonadota	NMDC60079635
SRR8799003_megahit_bin_refinement.1	SRR8799003_megahit_bin_refinement.1_k141_66846.region001.gbk	8787	RRE-containing	RiPPs	d__Bacteria;p__Gemmatimonadota;c__Gemmatimonadetes;o__Gemmatimonadales;f__GWC2-71-9;g__;s__	New	Single	p__Gemmatimonadota	NMDC60079635
SRR8799003_megahit_bin_refinement.1	SRR8799003_megahit_bin_refinement.1_k141_77434.region001.gbk	7836	terpene	Terpene	d__Bacteria;p__Gemmatimonadota;c__Gemmatimonadetes;o__Gemmatimonadales;f__GWC2-71-9;g__;s__	New	Single	p__Gemmatimonadota	NMDC60079635
SRR8799003_megahit_bin_refinement.1	SRR8799003_megahit_bin_refinement.1_k141_80085.region001.gbk	21806	NRPS.T1PKS	PKS-NRP_Hybrids	d__Bacteria;p__Gemmatimonadota;c__Gemmatimonadetes;o__Gemmatimonadales;f__GWC2-71-9;g__;s__	New	Single	p__Gemmatimonadota	NMDC60079635
SRR8799003_megahit_bin_refinement.7	SRR8799003_megahit_bin_refinement.7_k141_165387.region001.gbk	9221	NRPS-like	NRPS	d__Bacteria;p__Desulfobacterota_D;c__UBA1144;o__UBA2774;f__;g__;s__	New	Single	p__Desulfobacterota_D	NMDC60079640
Cluster39ccallNoG_megahit_bin_refinement.3	Cluster39ccallNoG_megahit_bin_refinement.3_k141_10058877.region001.gbk	15409	terpene	Terpene	d__Bacteria;p__Actinobacteriota;c__Acidimicrobiia;o__Acidimicrobiales;f__Ilumatobacteraceae;g__WLMZ01;s__	New	Mix	p__Actinobacteriota	NMDC60064770
Cluster39ccallNoG_megahit_bin_refinement.3	Cluster39ccallNoG_megahit_bin_refinement.3_k141_2058030.region001.gbk	11389	terpene	Terpene	d__Bacteria;p__Actinobacteriota;c__Acidimicrobiia;o__Acidimicrobiales;f__Ilumatobacteraceae;g__WLMZ01;s__	New	Mix	p__Actinobacteriota	NMDC60064770
Cluster39ccallNoG_megahit_bin_refinement.3	Cluster39ccallNoG_megahit_bin_refinement.3_k141_6420508.region001.gbk	10306	T3PKS	PKSother	d__Bacteria;p__Actinobacteriota;c__Acidimicrobiia;o__Acidimicrobiales;f__Ilumatobacteraceae;g__WLMZ01;s__	New	Mix	p__Actinobacteriota	NMDC60064770
Cluster39ccallNoG_megahit_bin_refinement.3	Cluster39ccallNoG_megahit_bin_refinement.3_k141_8491735.region001.gbk	19544	ranthipeptide	RiPPs	d__Bacteria;p__Actinobacteriota;c__Acidimicrobiia;o__Acidimicrobiales;f__Ilumatobacteraceae;g__WLMZ01;s__	New	Mix	p__Actinobacteriota	NMDC60064770
Cluster39ccallNoG_megahit_bin_refinement.82	Cluster39ccallNoG_megahit_bin_refinement.82_k141_3722486.region001.gbk	8655	NRPS	NRPS	d__Bacteria;p__Armatimonadota;c__Chthonomonadetes;o__Chthonomonadales;f__Chthonomonadaceae;g__;s__	New	Mix	p__Armatimonadota	NMDC60064773
Cluster39ccallNoG_megahit_bin_refinement.82	Cluster39ccallNoG_megahit_bin_refinement.82_k141_4038903.region001.gbk	13928	terpene	Terpene	d__Bacteria;p__Armatimonadota;c__Chthonomonadetes;o__Chthonomonadales;f__Chthonomonadaceae;g__;s__	New	Mix	p__Armatimonadota	NMDC60064773
Cluster39ccallNoG_megahit_bin_refinement.82	Cluster39ccallNoG_megahit_bin_refinement.82_k141_7344925.region001.gbk	5450	terpene	Terpene	d__Bacteria;p__Armatimonadota;c__Chthonomonadetes;o__Chthonomonadales;f__Chthonomonadaceae;g__;s__	New	Mix	p__Armatimonadota	NMDC60064773
Cluster39ccallNoG_megahit_bin_refinement.82	Cluster39ccallNoG_megahit_bin_refinement.82_k141_812724.region001.gbk	5858	terpene	Terpene	d__Bacteria;p__Armatimonadota;c__Chthonomonadetes;o__Chthonomonadales;f__Chthonomonadaceae;g__;s__	New	Mix	p__Armatimonadota	NMDC60064773
Cluster39ccallNoG_megahit_bin_refinement.82	Cluster39ccallNoG_megahit_bin_refinement.82_k141_8570201.region001.gbk	18106	T1PKS.NRPS	PKS-NRP_Hybrids	d__Bacteria;p__Armatimonadota;c__Chthonomonadetes;o__Chthonomonadales;f__Chthonomonadaceae;g__;s__	New	Mix	p__Armatimonadota	NMDC60064773
Cluster39ccallNoG_megahit_bin_refinement.82	Cluster39ccallNoG_megahit_bin_refinement.82_k141_9691030.region001.gbk	9517	RRE-containing	RiPPs	d__Bacteria;p__Armatimonadota;c__Chthonomonadetes;o__Chthonomonadales;f__Chthonomonadaceae;g__;s__	New	Mix	p__Armatimonadota	NMDC60064773
Cluster39s2I2G1_megahit_bin_refinement.88	Cluster39s2I2G1_megahit_bin_refinement.88_k141_395500.region001.gbk	21020	terpene	Terpene	d__Bacteria;p__Planctomycetota;c__Phycisphaerae;o__UBA1845;f__Fen-1342;g__Fen-1342;s__Fen-1342 sp003162245	Annotated	Mix	p__Planctomycetota	NMDC60064781
Cluster39s2I2G1_megahit_bin_refinement.88	Cluster39s2I2G1_megahit_bin_refinement.88_k141_4080885.region001.gbk	20820	NRPS-like	NRPS	d__Bacteria;p__Planctomycetota;c__Phycisphaerae;o__UBA1845;f__Fen-1342;g__Fen-1342;s__Fen-1342 sp003162245	Annotated	Mix	p__Planctomycetota	NMDC60064781
Cluster39s2NoG_megahit_bin_refinement.17	Cluster39s2NoG_megahit_bin_refinement.17_k141_4671927.region001.gbk	8074	RRE-containing	RiPPs	d__Bacteria;p__Chloroflexota;c__Dehalococcoidia;o__DSTF01;f__WHTK01;g__WHTK01;s__	New	Mix	p__Chloroflexota	NMDC60064785
Cluster39s2NoG_megahit_bin_refinement.18	Cluster39s2NoG_megahit_bin_refinement.18_k141_1141724.region001.gbk	10879	RiPP-like	RiPPs	d__Bacteria;p__Bdellovibrionota;c__Bdellovibrionia_A;o__UBA1018;f__UBA1018;g__JACMQW01;s__	New	Mix	p__Bdellovibrionota	NMDC60064786
Cluster39s2NoG_megahit_bin_refinement.18	Cluster39s2NoG_megahit_bin_refinement.18_k141_3069203.region001.gbk	29501	T3PKS	PKSother	d__Bacteria;p__Bdellovibrionota;c__Bdellovibrionia_A;o__UBA1018;f__UBA1018;g__JACMQW01;s__	New	Mix	p__Bdellovibrionota	NMDC60064786
Cluster39s2NoG_megahit_bin_refinement.18	Cluster39s2NoG_megahit_bin_refinement.18_k141_3644960.region001.gbk	59957	arylpolyene	Others	d__Bacteria;p__Bdellovibrionota;c__Bdellovibrionia_A;o__UBA1018;f__UBA1018;g__JACMQW01;s__	New	Mix	p__Bdellovibrionota	NMDC60064786
Cluster39s2NoG_megahit_bin_refinement.22	Cluster39s2NoG_megahit_bin_refinement.22_k141_147549.region001.gbk	6380	RiPP-like	RiPPs	d__Archaea;p__Halobacteriota;c__Methanomicrobia;o__Methanomicrobiales;f__Methanoregulaceae;g__Methanoregula;s__	New	Mix	p__Halobacteriota	NMDC60064787
Cluster39s2NoG_megahit_bin_refinement.22	Cluster39s2NoG_megahit_bin_refinement.22_k141_4594086.region001.gbk	20435	NRPS	NRPS	d__Archaea;p__Halobacteriota;c__Methanomicrobia;o__Methanomicrobiales;f__Methanoregulaceae;g__Methanoregula;s__	New	Mix	p__Halobacteriota	NMDC60064787
Cluster39s2NoG_megahit_bin_refinement.22	Cluster39s2NoG_megahit_bin_refinement.22_k141_628663.region001.gbk	21906	thioamitides	RiPPs	d__Archaea;p__Halobacteriota;c__Methanomicrobia;o__Methanomicrobiales;f__Methanoregulaceae;g__Methanoregula;s__	New	Mix	p__Halobacteriota	NMDC60064787
Cluster39s2NoG_megahit_bin_refinement.24	Cluster39s2NoG_megahit_bin_refinement.24_k141_3588686.region001.gbk	9790	NRPS-like	NRPS	d__Bacteria;p__Desulfobacterota_B;c__Binatia;o__UBA9968;f__UBA9968;g__DP-20;s__	New	Mix	p__Desulfobacterota_B	NMDC60064788
Cluster39s2NoG_megahit_bin_refinement.24	Cluster39s2NoG_megahit_bin_refinement.24_k141_4842456.region001.gbk	10541	arylpolyene	Others	d__Bacteria;p__Desulfobacterota_B;c__Binatia;o__UBA9968;f__UBA9968;g__DP-20;s__	New	Mix	p__Desulfobacterota_B	NMDC60064788
